t,v
0.62,-0.12
0.624,-0.11000000000000001
0.628,-0.11000000000000001
0.632,-0.11000000000000001
0.636,-0.11000000000000001
0.64,-0.11000000000000001
0.644,-0.1
0.648,-0.095
0.652,-0.09000000000000001
0.6559999999999999,-0.08000000000000002
0.66,-0.06999999999999999
0.664,-0.06999999999999999
0.668,-0.06
0.672,1.36
0.6759999999999999,1.36
0.68,1.36
0.684,2.0425
0.688,2.0225000000000004
0.6920000000000001,2.1300000000000003
0.696,1.7666666666666668
0.7000000000000001,2.191666666666667
0.7040000000000001,1.9425000000000001
0.708,1.7100000000000002
0.7120000000000001,1.9050000000000002
0.716,1.8825
0.72,1.8600000000000003
0.7240000000000001,1.8375000000000001
0.728,1.215
0.7320000000000001,1.215
0.736,1.6033333333333335
0.74,1.8075
0.7440000000000001,1.21
0.748,1.215
0.752,1.22
0.756,1.6366666666666667
0.76,1.8600000000000003
0.7640000000000001,1.8825
0.768,1.9050000000000002
0.772,1.54
0.7759999999999999,1.7333333333333334
0.78,1.7533333333333332
0.784,1.9925000000000002
0.788,2.015
0.792,1.806666666666667
0.7959999999999999,2.0524999999999998
0.8,1.375
0.804,1.3800000000000001
0.8079999999999999,1.385
0.812,1.3900000000000001
0.816,0.0
0.8200000000000001,0.0
0.8240000000000001,0.0
0.828,0.0
0.8320000000000001,0.0
0.836,0.0
0.84,0.0
0.8440000000000001,0.0
0.848,1.3250000000000002
0.8520000000000001,1.3250000000000002
0.856,1.33
0.86,1.3250000000000002
0.8640000000000001,0.8933333333333334
0.868,1.345
0.872,2.02
0.876,2.3142857142857145
0.88,1.36
0.8840000000000001,0.4266666666666666
0.888,0.26
0.892,0.19875
0.8959999999999999,2.2600000000000002
0.9,1.1987500000000002
0.904,0.21000000000000002
0.908,-0.34500000000000003
0.912,-0.4
0.9159999999999999,-0.455
0.92,-0.5
0.924,-0.555
0.9279999999999999,-0.605
0.932,-0.655
0.9359999999999999,-0.7200000000000001
0.9400000000000001,-0.775
0.9440000000000001,-0.81
0.948,-0.8300000000000001
0.9520000000000001,-0.8685714285714283
0.956,-0.86
0.96,-0.81
0.9640000000000001,-0.78
0.968,-0.735
0.9720000000000001,-0.665
0.976,-0.5900000000000001
0.98,-0.52
0.9840000000000001,-0.45999999999999996
0.988,-0.42000000000000004
0.9920000000000001,-0.375
0.996,-0.305
1.0,-0.24
1.004,-0.18500000000000003
1.008,-0.135
1.012,-0.09000000000000001
1.016,-0.03
1.02,0.034999999999999996
1.024,0.07500000000000001
1.028,0.08000000000000002
1.032,0.07500000000000001
1.036,0.06999999999999999
1.04,0.065
1.044,0.05
1.048,0.034999999999999996
1.052,0.03
1.056,0.015
1.06,0.0
1.064,-0.005000000000000001
1.068,-0.010000000000000002
1.072,-0.010000000000000002
1.076,-0.010000000000000002
1.08,0.0
1.084,-0.010000000000000002
1.088,-0.010000000000000002
1.092,0.0
1.0959999999999999,0.0
1.1,0.0
1.104,0.0
1.108,0.0
1.112,0.0
1.1159999999999999,0.0
1.12,0.0
1.124,0.0
1.128,0.0
1.1320000000000001,0.0
1.136,0.0
1.1400000000000001,0.0
1.1440000000000001,0.0
1.148,0.0
1.1520000000000001,0.010000000000000002
1.156,0.010000000000000002
1.16,0.0
1.1640000000000001,-0.010000000000000002
1.168,-0.010000000000000002
1.1720000000000002,-0.010000000000000002
1.176,-0.010000000000000002
1.18,0.0
1.1840000000000002,0.0
1.188,0.0
1.192,0.0
1.196,0.0
1.2,0.0
1.2040000000000002,-0.010000000000000002
1.208,-0.010000000000000002
1.212,-0.020000000000000004
1.216,-0.03
1.22,-0.04000000000000001
1.224,-0.05
1.228,-0.05
1.232,-0.06
1.236,-0.06999999999999999
1.24,-0.08000000000000002
1.244,-0.08000000000000002
1.248,-0.09000000000000001
1.252,-0.09000000000000001
1.256,-0.1
1.26,-0.11499999999999999
1.264,-0.13
1.268,-0.13999999999999999
1.272,-0.15000000000000002
1.276,-0.16000000000000003
1.28,-0.17
1.284,-0.18000000000000002
1.288,-0.19
1.2919999999999998,-0.19
1.296,-0.2
1.3,-0.21000000000000002
1.304,-0.21000000000000002
1.308,-0.22000000000000003
1.3119999999999998,-0.22999999999999998
1.316,-0.22999999999999998
1.32,-0.24
1.324,-0.24
1.328,-0.24
1.3319999999999999,-0.24500000000000002
1.336,-0.25
1.34,-0.25
1.344,-0.26
1.348,-0.26
1.3519999999999999,-0.26
1.3559999999999999,-0.26
1.36,-0.26
1.364,-0.26
1.368,-0.27
1.3719999999999999,-0.27
1.376,-0.27
1.3800000000000001,-0.27
1.3840000000000001,-0.27
1.3880000000000001,-0.27
1.392,-0.265
1.396,-0.26
1.4000000000000001,-0.26
1.4040000000000001,-0.26
1.4080000000000001,-0.26
1.412,-0.26
1.416,-0.26
1.42,-0.26
1.4240000000000002,-0.25
1.4280000000000002,-0.24
1.432,-0.24
1.436,-0.22999999999999998
1.44,-0.22999999999999998
1.4440000000000002,-0.22999999999999998
1.4480000000000002,-0.22000000000000003
1.452,-0.22000000000000003
1.456,-0.21000000000000002
1.46,-0.2
1.4640000000000002,-0.19
1.4680000000000002,-0.18000000000000002
1.472,-0.17
1.476,-0.17
1.48,-0.15500000000000003
1.484,-0.13999999999999999
1.4880000000000002,-0.13
1.492,-0.12
1.496,-0.10500000000000001
1.5,-0.09000000000000001
1.504,-0.085
1.5080000000000002,-0.08000000000000002
1.512,-0.07500000000000001
1.516,-0.06999999999999999
1.52,-0.05
1.524,-0.04000000000000001
1.5280000000000002,-0.04000000000000001
1.532,-0.04000000000000001
1.536,-0.03
1.54,-0.03
1.544,-0.020000000000000004
1.548,-0.010000000000000002
1.5519999999999998,-0.010000000000000002
1.556,0.0
1.56,0.0
1.564,0.010000000000000002
1.568,0.0
1.5719999999999998,0.0
1.576,0.0
1.58,0.0
1.584,0.0
1.588,0.010000000000000002
1.5919999999999999,0.010000000000000002
1.596,0.010000000000000002
1.6,0.010000000000000002
1.604,0.010000000000000002
1.608,0.0
1.6119999999999999,0.0
1.6159999999999999,0.0
1.62,0.0
1.624,0.010000000000000002
1.6280000000000001,0.010000000000000002
1.632,0.010000000000000002
1.636,0.010000000000000002
1.6400000000000001,0.010000000000000002
1.6440000000000001,0.010000000000000002
1.6480000000000001,0.010000000000000002
1.652,0.010000000000000002
1.656,0.010000000000000002
1.6600000000000001,0.010000000000000002
1.6640000000000001,0.0
1.6680000000000001,0.0
1.672,0.0
1.676,0.0
1.68,0.0
1.6840000000000002,0.0
1.6880000000000002,0.0
1.692,0.0
1.696,0.0
1.7,0.0
1.7040000000000002,0.0
1.7080000000000002,0.0
1.712,0.0
1.716,0.0
1.72,0.0
1.7240000000000002,0.0
1.7280000000000002,0.0
1.732,0.0
1.736,0.0
1.74,0.0
1.744,0.0
1.7480000000000002,0.0
1.752,0.0
1.756,0.0
1.76,0.0
1.764,0.010000000000000002
1.7680000000000002,0.010000000000000002
1.772,0.010000000000000002
1.776,0.010000000000000002
1.78,0.010000000000000002
1.784,0.010000000000000002
1.7880000000000003,0.0
1.7919999999999998,0.0
1.796,0.0
1.8,0.0
1.804,0.0
1.808,0.0
1.8119999999999998,0.0
1.816,0.0
1.82,0.0
1.824,0.0
1.828,0.0
1.8319999999999999,0.0
1.836,0.0
1.84,0.0
1.844,0.0
1.848,0.0
1.8519999999999999,0.0
1.8559999999999999,0.0
1.86,0.0
1.864,0.0
1.868,0.0
1.8719999999999999,0.0
1.876,0.0
1.8800000000000001,0.0
1.8840000000000001,0.0
1.8880000000000001,0.0
1.892,0.0
1.896,0.0
1.9000000000000001,0.0
1.9040000000000001,0.0
1.9080000000000001,0.0
1.912,0.0
1.916,0.0
1.92,0.0
1.9240000000000002,0.0
1.9280000000000002,0.0
1.932,0.0
1.936,0.0
1.94,0.0
1.9440000000000002,0.0
1.9480000000000002,0.005000000000000001
1.952,0.010000000000000002
1.956,0.010000000000000002
1.96,0.010000000000000002
1.9640000000000002,0.010000000000000002
1.9680000000000002,0.010000000000000002
1.972,0.010000000000000002
1.976,0.0
1.98,0.0
1.9840000000000002,0.0
1.9880000000000002,0.0
1.992,0.0
1.996,0.0
2.0,0.0
2.004,-0.010000000000000002
2.008,-0.010000000000000002
2.012,-0.020000000000000004
2.016,-0.034999999999999996
2.02,-0.04000000000000001
2.024,-0.045000000000000005
2.028,-0.05
2.032,-0.05
2.036,-0.06
2.04,-0.06
2.044,-0.06999999999999999
2.048,-0.08000000000000002
2.052,-0.08000000000000002
2.056,-0.09000000000000001
2.06,-0.1
2.064,-0.1
2.068,-0.1
2.072,-0.1
2.076,-0.1
2.08,-0.1
2.084,-0.11000000000000001
2.088,-0.11000000000000001
2.092,-0.11000000000000001
2.096,-0.11000000000000001
2.1,-0.11000000000000001
2.104,-0.11000000000000001
2.108,-0.1
2.112,-0.1
2.116,-0.1
2.12,-0.09000000000000001
2.124,-0.08000000000000002
2.128,-0.08000000000000002
2.132,-0.06999999999999999
2.136,-0.06999999999999999
2.14,-0.06
2.144,-0.05
2.148,-0.04000000000000001
2.152,-0.04000000000000001
2.156,-0.03
2.16,-0.015
2.164,-0.010000000000000002
2.168,-0.005000000000000001
2.172,0.0
2.176,0.0
2.18,0.0
2.184,0.005000000000000001
2.188,0.010000000000000002
2.1919999999999997,0.010000000000000002
2.196,0.010000000000000002
2.2,0.010000000000000002
2.204,0.010000000000000002
2.208,0.010000000000000002
2.2119999999999997,0.010000000000000002
2.216,0.010000000000000002
2.22,0.0
2.224,0.0
2.228,0.0
2.2319999999999998,0.0
2.236,0.010000000000000002
2.24,0.010000000000000002
2.244,0.010000000000000002
2.248,0.010000000000000002
2.252,0.010000000000000002
2.256,0.010000000000000002
2.2600000000000002,0.010000000000000002
2.2640000000000002,0.010000000000000002
2.2680000000000002,0.010000000000000002
2.272,0.010000000000000002
2.276,0.010000000000000002
2.2800000000000002,0.010000000000000002
2.2840000000000003,0.010000000000000002
2.2880000000000003,0.010000000000000002
2.292,0.010000000000000002
2.296,0.010000000000000002
2.3000000000000003,0.010000000000000002
2.3040000000000003,0.010000000000000002
2.3080000000000003,0.010000000000000002
2.312,0.010000000000000002
2.316,0.010000000000000002
2.32,0.03
2.3240000000000003,0.020000000000000004
2.3280000000000003,0.020000000000000004
2.332,0.020000000000000004
2.336,0.025
2.34,0.03
2.3440000000000003,0.034999999999999996
2.3480000000000003,0.04000000000000001
2.352,0.04000000000000001
2.356,0.010000000000000002
2.36,-0.04000000000000001
2.3640000000000003,-0.1
2.3680000000000003,-0.15500000000000003
2.372,-0.19
2.376,-0.23500000000000001
2.38,-0.30000000000000004
2.384,-0.355
2.3880000000000003,-0.4
2.392,-0.44500000000000006
2.396,-0.49000000000000005
2.4,-0.55
2.404,-0.6150000000000001
2.4080000000000004,-0.665
2.412,-0.7050000000000001
2.416,-0.7450000000000001
2.42,-0.8075
2.424,-0.8525
2.4280000000000004,-0.862
2.432,-0.8650000000000001
2.436,-0.8400000000000001
2.44,-0.79
2.444,-0.71
2.448,-0.6400000000000001
2.452,-0.5750000000000001
2.456,-0.52
2.46,-0.47500000000000003
2.464,-0.42000000000000004
2.468,-0.35000000000000003
2.472,-0.29500000000000004
2.476,-0.255
2.48,-0.205
2.484,-0.13999999999999999
2.488,-0.06999999999999999
2.492,-0.005000000000000001
2.496,0.04000000000000001
2.5,0.065
2.504,0.08000000000000002
2.508,0.06999999999999999
2.512,0.06999999999999999
2.516,0.06
2.52,0.05
2.524,0.04000000000000001
2.528,0.04000000000000001
2.532,0.04000000000000001
2.536,0.03
2.54,0.010000000000000002
2.544,0.010000000000000002
2.548,0.010000000000000002
2.552,0.010000000000000002
2.556,0.010000000000000002
2.56,0.010000000000000002
2.5639999999999996,0.010000000000000002
2.568,0.010000000000000002
2.572,0.010000000000000002
2.576,0.020000000000000004
2.58,0.010000000000000002
2.5839999999999996,0.010000000000000002
2.588,0.010000000000000002
2.592,0.010000000000000002
2.596,0.010000000000000002
2.6,0.010000000000000002
2.6039999999999996,0.020000000000000004
2.608,0.020000000000000004
2.612,0.020000000000000004
2.616,0.020000000000000004
2.62,0.020000000000000004
2.6239999999999997,0.020000000000000004
2.628,0.020000000000000004
2.632,0.020000000000000004
2.636,0.020000000000000004
2.64,0.020000000000000004
2.6439999999999997,0.020000000000000004
2.648,0.020000000000000004
2.652,0.020000000000000004
2.656,0.020000000000000004
2.66,0.020000000000000004
2.6639999999999997,0.020000000000000004
2.668,0.020000000000000004
2.672,0.020000000000000004
2.676,0.010000000000000002
2.68,0.010000000000000002
2.6839999999999997,0.0
2.688,-0.010000000000000002
2.6919999999999997,-0.015
2.696,-0.020000000000000004
2.7,-0.025
2.7039999999999997,-0.045000000000000005
2.708,-0.05
2.7119999999999997,-0.05500000000000001
2.716,-0.06
2.72,-0.06999999999999999
2.7239999999999998,-0.06999999999999999
2.728,-0.08000000000000002
2.7319999999999998,-0.095
2.736,-0.11000000000000001
2.74,-0.12
2.7439999999999998,-0.12
2.748,-0.13
2.752,-0.13999999999999999
2.7560000000000002,-0.15000000000000002
2.7600000000000002,-0.15000000000000002
2.764,-0.16000000000000003
2.7680000000000002,-0.17500000000000002
2.772,-0.19
2.7760000000000002,-0.2
2.7800000000000002,-0.2
2.784,-0.21000000000000002
2.7880000000000003,-0.22000000000000003
2.792,-0.22000000000000003
2.7960000000000003,-0.22999999999999998
2.8000000000000003,-0.22999999999999998
2.804,-0.22999999999999998
2.8080000000000003,-0.22999999999999998
2.812,-0.22999999999999998
2.8160000000000003,-0.22999999999999998
2.82,-0.24
2.824,-0.24
2.8280000000000003,-0.24
2.832,-0.25
2.8360000000000003,-0.25
2.84,-0.25
2.844,-0.25
2.8480000000000003,-0.25
2.852,-0.25
2.8560000000000003,-0.25
2.86,-0.25
2.864,-0.25
2.8680000000000003,-0.25
2.872,-0.24
2.8760000000000003,-0.25
2.88,-0.25
2.884,-0.25
2.8880000000000003,-0.24
2.892,-0.24
2.8960000000000004,-0.24
2.9,-0.22999999999999998
2.904,-0.22999999999999998
2.9080000000000004,-0.22999999999999998
2.912,-0.22999999999999998
2.9160000000000004,-0.22000000000000003
2.92,-0.21000000000000002
2.924,-0.21000000000000002
2.9280000000000004,-0.2
2.932,-0.2
2.9360000000000004,-0.19
2.94,-0.17500000000000002
2.944,-0.17
2.948,-0.165
2.952,-0.15000000000000002
2.9560000000000004,-0.13999999999999999
2.96,-0.125
2.964,-0.12
2.968,-0.11499999999999999
2.972,-0.1
2.9760000000000004,-0.09000000000000001
2.98,-0.08000000000000002
2.984,-0.065
2.988,-0.06
2.992,-0.05500000000000001
2.9960000000000004,-0.05
3.0,-0.04000000000000001
3.004,-0.03
3.008,-0.03
3.012,-0.020000000000000004
3.0160000000000005,-0.010000000000000002
3.02,-0.010000000000000002
3.024,0.0
3.028,0.010000000000000002
3.032,0.020000000000000004
3.0360000000000005,0.020000000000000004
3.04,0.020000000000000004
3.044,0.020000000000000004
3.048,0.020000000000000004
3.052,0.020000000000000004
3.0560000000000005,0.020000000000000004
3.06,0.020000000000000004
3.064,0.020000000000000004
3.068,0.020000000000000004
3.072,0.020000000000000004
3.0760000000000005,0.020000000000000004
3.08,0.020000000000000004
3.0839999999999996,0.020000000000000004
3.088,0.020000000000000004
3.092,0.020000000000000004
3.096,0.020000000000000004
3.1,0.020000000000000004
3.1039999999999996,0.020000000000000004
3.108,0.020000000000000004
3.112,0.020000000000000004
3.116,0.020000000000000004
3.12,0.020000000000000004
3.1239999999999997,0.020000000000000004
3.128,0.020000000000000004
3.132,0.020000000000000004
3.136,0.020000000000000004
3.14,0.020000000000000004
3.1439999999999997,0.020000000000000004
3.148,0.020000000000000004
3.152,0.010000000000000002
3.156,0.010000000000000002
3.16,0.010000000000000002
3.1639999999999997,0.010000000000000002
3.168,0.010000000000000002
3.172,0.020000000000000004
3.176,0.010000000000000002
3.18,0.010000000000000002
3.1839999999999997,0.010000000000000002
3.188,0.010000000000000002
3.192,0.010000000000000002
3.196,0.010000000000000002
3.2,0.010000000000000002
3.2039999999999997,0.020000000000000004
3.208,0.020000000000000004
3.2119999999999997,0.020000000000000004
3.216,0.020000000000000004
3.22,0.020000000000000004
3.2239999999999998,0.020000000000000004
3.228,0.010000000000000002
3.2319999999999998,0.010000000000000002
3.236,0.010000000000000002
3.24,0.010000000000000002
3.2439999999999998,0.010000000000000002
3.248,0.010000000000000002
3.252,0.010000000000000002
3.2560000000000002,0.010000000000000002
3.2600000000000002,0.0
3.264,0.010000000000000002
3.2680000000000002,0.010000000000000002
3.272,0.010000000000000002
3.2760000000000002,0.010000000000000002
3.2800000000000002,0.010000000000000002
3.284,0.010000000000000002
3.2880000000000003,0.010000000000000002
3.292,0.010000000000000002
3.2960000000000003,0.010000000000000002
3.3000000000000003,0.010000000000000002
3.304,0.010000000000000002
3.3080000000000003,0.010000000000000002
3.312,0.010000000000000002
3.3160000000000003,0.010000000000000002
3.3200000000000003,0.010000000000000002
3.324,0.010000000000000002
3.3280000000000003,0.010000000000000002
3.332,0.010000000000000002
3.3360000000000003,0.010000000000000002
3.34,0.010000000000000002
3.344,0.010000000000000002
3.3480000000000003,0.010000000000000002
3.352,0.010000000000000002
3.3560000000000003,0.010000000000000002
3.36,0.010000000000000002
3.364,0.010000000000000002
3.3680000000000003,0.010000000000000002
3.372,0.010000000000000002
3.3760000000000003,0.010000000000000002
3.38,0.010000000000000002
3.384,0.010000000000000002
3.3880000000000003,0.010000000000000002
3.392,0.010000000000000002
3.3960000000000004,0.010000000000000002
3.4,0.010000000000000002
3.404,0.010000000000000002
3.4080000000000004,0.010000000000000002
3.412,0.010000000000000002
3.4160000000000004,0.010000000000000002
3.42,0.0
3.424,0.010000000000000002
3.4280000000000004,0.010000000000000002
3.432,0.010000000000000002
3.4360000000000004,0.010000000000000002
3.44,0.010000000000000002
3.444,0.010000000000000002
3.4480000000000004,0.0
3.452,0.0
3.4560000000000004,0.0
3.46,0.010000000000000002
3.464,0.010000000000000002
3.468,0.010000000000000002
3.472,0.010000000000000002
3.4760000000000004,0.010000000000000002
3.48,0.010000000000000002
3.484,0.0
3.488,-0.010000000000000002
3.492,-0.020000000000000004
3.4960000000000004,-0.020000000000000004
3.5,-0.03
3.504,-0.04000000000000001
3.508,-0.04000000000000001
3.512,-0.05
3.5160000000000005,-0.06
3.52,-0.06
3.524,-0.06999999999999999
3.528,-0.08000000000000002
3.532,-0.09000000000000001
3.5360000000000005,-0.095
3.54,-0.1
3.544,-0.10500000000000001
3.548,-0.10500000000000001
3.552,-0.11000000000000001
3.5560000000000005,-0.11000000000000001
3.56,-0.11000000000000001
3.564,-0.11000000000000001
3.568,-0.11000000000000001
3.572,-0.11000000000000001
3.5760000000000005,-0.11000000000000001
3.58,-0.11000000000000001
3.5839999999999996,-0.1
3.588,-0.1
3.592,-0.09000000000000001
3.596,-0.08000000000000002
3.6,-0.08000000000000002
3.6039999999999996,-0.06999999999999999
3.608,-0.06999999999999999
3.612,-0.06
3.616,-0.06
3.62,-0.06
3.6239999999999997,-0.05500000000000001
3.628,-0.05
3.632,-0.045000000000000005
3.636,-0.03
3.64,-0.020000000000000004
3.6439999999999997,-0.010000000000000002
3.648,0.0
3.652,0.0
3.656,0.0
3.66,0.0
3.6639999999999997,0.0
3.668,0.0
3.672,0.0
3.676,0.0
3.68,0.0
3.6839999999999997,0.0
3.688,0.0
3.692,0.0
3.696,0.010000000000000002
3.7,0.010000000000000002
3.7039999999999997,0.010000000000000002
3.708,0.010000000000000002
3.7119999999999997,0.010000000000000002
3.716,0.0
3.72,0.0
3.7239999999999998,0.0
3.728,0.010000000000000002
3.7319999999999998,0.010000000000000002
3.736,0.010000000000000002
3.74,0.010000000000000002
3.7439999999999998,0.0
3.748,0.0
3.752,0.0
3.7560000000000002,0.0
3.7600000000000002,0.0
3.764,0.0
3.7680000000000002,0.0
3.772,0.0
3.7760000000000002,0.0
3.7800000000000002,0.0
3.784,0.0
3.7880000000000003,0.0
3.792,0.0
3.7960000000000003,0.0
3.8000000000000003,0.0
3.804,0.0
3.8080000000000003,0.0
3.812,0.010000000000000002
3.8160000000000003,0.010000000000000002
3.8200000000000003,0.010000000000000002
3.824,0.020000000000000004
3.8280000000000003,0.026666666666666856
3.832,-0.005000000000000001
3.8360000000000003,-0.034999999999999996
3.84,-0.065
3.844,-0.11000000000000001
3.8480000000000003,-0.18000000000000002
3.852,-0.25166666666666687
3.8560000000000003,-0.29
3.86,-0.3275
3.864,-0.38
3.8680000000000003,-0.43
3.872,-0.49000000000000005
3.8760000000000003,-0.545
3.88,-0.5950000000000001
3.884,-0.645
3.8880000000000003,-0.6900000000000001
3.892,-0.75
3.8960000000000004,-0.82
3.9,-0.86
3.904,-0.87
3.9080000000000004,-0.8960000000000004
3.912,-0.8400000000000001
3.9160000000000004,-0.78
3.92,-0.7000000000000001
3.924,-0.635
3.9280000000000004,-0.5900000000000001
3.932,-0.54
3.9360000000000004,-0.47000000000000003
3.94,-0.405
3.944,-0.34500000000000003
3.9480000000000004,-0.29500000000000004
3.952,-0.25
3.9560000000000004,-0.195
3.96,-0.13
3.964,-0.06
3.9680000000000004,-0.005000000000000001
3.972,0.03
3.9760000000000004,0.05500000000000001
3.98,0.085
3.984,0.07666666666666687
3.988,0.06
3.992,0.06
3.9960000000000004,0.06
4.0,0.05
4.004,0.04000000000000001
4.008,0.03
4.012,0.020000000000000004
4.016,0.005000000000000001
4.0200000000000005,0.0
4.024,0.005000000000000001
4.0280000000000005,0.015
4.032,0.020000000000000004
4.0360000000000005,0.010000000000000002
4.04,0.0
4.044,0.0
4.048,0.0
4.052,0.0
4.056,0.0
4.0600000000000005,0.0
4.064,0.0
4.0680000000000005,0.0
4.072,0.0
4.0760000000000005,0.0
4.08,0.0
4.084,0.010000000000000002
4.088,0.010000000000000002
4.092,0.010000000000000002
4.096,0.010000000000000002
4.1,0.0
4.104,0.0
4.1080000000000005,0.0
4.112,0.0
4.1160000000000005,0.0
4.12,0.010000000000000002
4.124,0.010000000000000002
4.128,0.010000000000000002
4.132,0.010000000000000002
4.136,0.0
4.14,0.0
4.144,0.0
4.148000000000001,0.0
4.152,-0.005000000000000001
4.156000000000001,-0.010000000000000002
4.16,-0.015
4.164,-0.03
4.168,-0.034999999999999996
4.172,-0.04000000000000001
4.176,-0.045000000000000005
4.18,-0.05
4.184,-0.06
4.188000000000001,-0.06999999999999999
4.192,-0.06999999999999999
4.196000000000001,-0.08000000000000002
4.2,-0.09000000000000001
4.204,-0.1
4.208,-0.11000000000000001
4.212,-0.12
4.216,-0.13
4.22,-0.13999999999999999
4.224,-0.15000000000000002
4.228,-0.165
4.232,-0.18000000000000002
4.236000000000001,-0.18000000000000002
4.24,-0.19
4.244,-0.19
4.248,-0.2
4.252,-0.21000000000000002
4.256,-0.22000000000000003
4.26,-0.22999999999999998
4.264,-0.22999999999999998
4.268,-0.24
4.272,-0.24500000000000002
4.276000000000001,-0.25
4.28,-0.25
4.284,-0.25
4.288,-0.25
4.292,-0.25
4.296,-0.25
4.3,-0.25
4.304,-0.26
4.308,-0.26
4.312,-0.26
4.316000000000001,-0.26
4.32,-0.27
4.324,-0.27
4.328,-0.27
4.332,-0.27
4.336,-0.27
4.34,-0.26
4.344,-0.26
4.348,-0.26
4.352,-0.26
4.356000000000001,-0.26
4.36,-0.26
4.364,-0.25
4.368,-0.25
4.372,-0.25
4.376,-0.24
4.38,-0.24
4.3839999999999995,-0.24
4.388,-0.24
4.392,-0.22999999999999998
4.396,-0.22000000000000003
4.4,-0.22000000000000003
4.404,-0.21000000000000002
4.408,-0.21000000000000002
4.412,-0.2
4.416,-0.19
4.42,-0.18000000000000002
4.4239999999999995,-0.18000000000000002
4.428,-0.165
4.432,-0.15000000000000002
4.436,-0.13999999999999999
4.44,-0.13
4.444,-0.11499999999999999
4.448,-0.11000000000000001
4.452,-0.10500000000000001
4.456,-0.09000000000000001
4.46,-0.09000000000000001
4.4639999999999995,-0.08000000000000002
4.468,-0.06999999999999999
4.472,-0.06
4.476,-0.06
4.48,-0.05
4.484,-0.05
4.488,-0.05
4.492,-0.04000000000000001
4.496,-0.020000000000000004
4.5,-0.020000000000000004
4.504,-0.010000000000000002
4.508,0.0
4.512,0.0
4.516,0.0
4.5200000000000005,0.0
4.524,0.0
4.5280000000000005,0.0
4.532,0.0
4.5360000000000005,0.0
4.54,0.0
4.544,0.0
4.548,0.0
4.552,0.0
4.556,0.0
4.5600000000000005,0.0
4.564,0.0
4.5680000000000005,0.0
4.572,0.0
4.5760000000000005,0.0
4.58,0.0
4.584,0.0
4.588,0.0
4.592,0.0
4.596,0.0
4.6000000000000005,0.0
4.604,0.0
4.6080000000000005,0.0
4.612,0.0
4.6160000000000005,0.0
4.62,0.0
4.624,0.0
4.628,0.0
4.632,-0.010000000000000002
4.636,-0.010000000000000002
