t,v
4.64,0.0
4.644,0.0
4.648000000000001,0.0
4.652,0.0
4.656000000000001,0.0
4.66,0.0
4.664,0.0
4.668,0.0
4.672,0.0
4.676,0.0
4.68,0.0
4.684,0.0
4.688000000000001,-0.010000000000000002
4.692,-0.010000000000000002
4.696000000000001,-0.010000000000000002
4.7,-0.005000000000000001
4.704,0.0
4.708,0.0
4.712,0.0
4.716,0.0
4.72,0.0
4.724,-0.010000000000000002
4.728000000000001,0.0
4.732,0.0
4.736000000000001,0.0
4.74,0.0
4.744,0.0
4.748,0.0
4.752,0.0
4.756,0.0
4.76,0.0
4.764,0.0
4.768,0.0
4.772,-0.010000000000000002
4.776000000000001,-0.010000000000000002
4.78,-0.010000000000000002
4.784,-0.010000000000000002
4.788,0.0
4.792,0.0
4.796,0.0
4.8,0.0
4.804,0.0
4.808,0.0
4.812,0.0
4.816000000000001,0.0
4.82,0.0
4.824,0.0
4.828,0.0
4.832,0.0
4.836,0.0
4.84,0.0
4.844,0.0
4.848,0.0
4.852,0.0
4.856000000000001,0.0
4.86,0.0
4.864,0.0
4.868,-0.010000000000000002
4.872,-0.010000000000000002
4.876,-0.010000000000000002
4.88,-0.010000000000000002
4.8839999999999995,-0.010000000000000002
4.888,-0.010000000000000002
4.892,-0.010000000000000002
4.896,-0.010000000000000002
4.9,-0.010000000000000002
4.904,-0.010000000000000002
4.908,-0.010000000000000002
4.912,-0.010000000000000002
4.916,-0.010000000000000002
4.92,-0.010000000000000002
4.9239999999999995,-0.010000000000000002
4.928,-0.010000000000000002
4.932,-0.010000000000000002
4.936,-0.010000000000000002
4.94,-0.010000000000000002
4.944,-0.010000000000000002
4.948,-0.010000000000000002
4.952,-0.010000000000000002
4.956,-0.010000000000000002
4.96,-0.020000000000000004
4.9639999999999995,-0.020000000000000004
4.968,-0.03
4.972,-0.04000000000000001
4.976,-0.04000000000000001
4.98,-0.05
4.984,-0.06
4.988,-0.06999999999999999
4.992,-0.07500000000000001
4.996,-0.08000000000000002
5.0,-0.085
5.004,-0.09000000000000001
5.008,-0.1
5.012,-0.1
5.016,-0.11000000000000001
5.0200000000000005,-0.11000000000000001
5.024,-0.11000000000000001
5.0280000000000005,-0.11000000000000001
5.032,-0.12
5.0360000000000005,-0.12
5.04,-0.12
5.044,-0.12
5.048,-0.12
5.052,-0.12
5.056,-0.11000000000000001
5.0600000000000005,-0.11000000000000001
5.064,-0.11000000000000001
5.0680000000000005,-0.11000000000000001
5.072,-0.1
5.0760000000000005,-0.1
5.08,-0.1
5.084,-0.09000000000000001
5.088,-0.08000000000000002
5.092,-0.08000000000000002
5.096,-0.06999999999999999
5.1000000000000005,-0.06999999999999999
5.104,-0.06
5.1080000000000005,-0.05
5.112,-0.04000000000000001
5.1160000000000005,-0.03
5.12,-0.020000000000000004
5.124,-0.020000000000000004
5.127999999999999,-0.010000000000000002
5.132000000000001,-0.010000000000000002
5.136,-0.010000000000000002
5.14,-0.010000000000000002
5.144,-0.010000000000000002
5.148,-0.010000000000000002
5.152,-0.010000000000000002
5.156000000000001,-0.010000000000000002
5.16,-0.010000000000000002
5.164,-0.010000000000000002
5.167999999999999,-0.010000000000000002
5.172000000000001,-0.010000000000000002
5.176,-0.010000000000000002
5.18,-0.010000000000000002
5.184,-0.010000000000000002
5.188,-0.010000000000000002
5.192,-0.010000000000000002
5.196000000000001,-0.010000000000000002
5.2,-0.010000000000000002
5.204,-0.010000000000000002
5.207999999999999,-0.010000000000000002
5.212000000000001,-0.010000000000000002
5.216,-0.010000000000000002
5.22,-0.010000000000000002
5.224,-0.010000000000000002
5.228,-0.010000000000000002
5.232,-0.010000000000000002
5.236000000000001,-0.010000000000000002
5.24,-0.010000000000000002
5.244,-0.010000000000000002
5.247999999999999,-0.010000000000000002
5.252000000000001,-0.010000000000000002
5.256,-0.010000000000000002
5.26,-0.010000000000000002
5.264,0.0
5.268,0.0
5.272,0.0
5.276000000000001,0.0
5.28,-0.010000000000000002
5.284,-0.010000000000000002
5.287999999999999,-0.010000000000000002
5.292000000000001,0.0
5.296,0.010000000000000002
5.3,0.020000000000000004
5.304,0.010000000000000002
5.308,-0.010000000000000002
5.312,-0.04000000000000001
5.316000000000001,-0.09000000000000001
5.32,-0.15500000000000003
5.324,-0.215
5.327999999999999,-0.265
5.332000000000001,-0.30000000000000004
5.336,-0.34500000000000003
5.34,-0.405
5.344,-0.47000000000000003
5.348,-0.52
5.352,-0.5599999999999999
5.356000000000001,-0.605
5.36,-0.65
5.364,-0.71
5.367999999999999,-0.77
5.372000000000001,-0.8150000000000001
5.376,-0.86
5.38,-0.8839999999999999
5.3839999999999995,-0.8814285714285717
5.388,-0.8419999999999999
5.392,-0.78
5.396,-0.735
5.4,-0.6900000000000001
5.404,-0.625
5.4079999999999995,-0.535
5.412000000000001,-0.4819999999999999
5.416,-0.4480000000000002
5.42,-0.39
5.4239999999999995,-0.33
5.428,-0.26
5.432,-0.195
5.436,-0.13
5.44,-0.08000000000000002
5.444,-0.034999999999999996
5.4479999999999995,0.015
5.452000000000001,0.06800000000000012
5.456,0.07500000000000001
5.46,0.06
5.4639999999999995,0.06
5.468,0.05500000000000001
5.472,0.05
5.476,0.04000000000000001
5.48,0.020000000000000004
5.484,0.020000000000000004
5.4879999999999995,0.010000000000000002
5.492000000000001,0.010000000000000002
5.496,0.0
5.5,0.0
5.504,0.0
5.508,0.0
5.5120000000000005,0.0
5.516,-0.010000000000000002
5.5200000000000005,-0.010000000000000002
5.524,0.0
5.528,0.0
5.532000000000001,0.0
5.5360000000000005,0.0
5.54,0.0
5.544,0.0
5.548,0.0
5.5520000000000005,0.0
5.556,0.0
5.5600000000000005,0.0
5.564,0.0
5.568,0.0
5.572000000000001,0.0
5.5760000000000005,0.0
5.58,0.0
5.584,0.0
5.588,0.0
5.5920000000000005,0.0
5.596,0.0
5.6000000000000005,0.0
5.604,0.0
5.608,0.0
5.612000000000001,0.0
5.6160000000000005,-0.010000000000000002
5.62,-0.010000000000000002
5.624,0.0
5.627999999999999,-0.010000000000000002
5.632000000000001,-0.010000000000000002
5.636,-0.010000000000000002
5.64,-0.015
5.644,-0.020000000000000004
5.648,-0.025
5.652,-0.04000000000000001
5.656000000000001,-0.05
5.66,-0.06
5.664,-0.06999999999999999
5.667999999999999,-0.06999999999999999
5.672000000000001,-0.08000000000000002
5.676,-0.09000000000000001
5.68,-0.1
5.684,-0.1
5.688,-0.11000000000000001
5.692,-0.12
5.696000000000001,-0.13
5.7,-0.13
5.704,-0.13
5.707999999999999,-0.15000000000000002
5.712000000000001,-0.18000000000000002
5.716,-0.18000000000000002
5.72,-0.18500000000000003
5.724,-0.19
5.728,-0.195
5.732,-0.21000000000000002
5.736000000000001,-0.21000000000000002
5.74,-0.22000000000000003
5.744,-0.22999999999999998
5.747999999999999,-0.22999999999999998
5.752000000000001,-0.24
5.756,-0.24
5.76,-0.24
5.764,-0.24
5.768,-0.25
5.772,-0.25
5.776000000000001,-0.26
5.78,-0.26
5.784,-0.26
5.787999999999999,-0.26
5.792000000000001,-0.26
5.796,-0.26
5.8,-0.26
5.804,-0.26
5.808,-0.26
5.812,-0.26
5.816000000000001,-0.26
5.82,-0.26
5.824,-0.26
5.827999999999999,-0.25
5.832000000000001,-0.25
5.836,-0.25
5.84,-0.25
5.844,-0.24
5.848,-0.24
5.852,-0.22999999999999998
5.856000000000001,-0.22999999999999998
5.86,-0.22999999999999998
5.864,-0.22999999999999998
5.867999999999999,-0.22999999999999998
5.872000000000001,-0.22999999999999998
5.876,-0.225
5.88,-0.22000000000000003
5.8839999999999995,-0.21000000000000002
5.888,-0.19
5.892,-0.18000000000000002
5.896,-0.17
5.9,-0.17
5.904,-0.16000000000000003
5.9079999999999995,-0.15000000000000002
5.912000000000001,-0.135
5.916,-0.12
5.92,-0.11000000000000001
5.9239999999999995,-0.1
5.928,-0.1
5.932,-0.095
5.936,-0.09000000000000001
5.94,-0.08000000000000002
5.944,-0.07500000000000001
5.9479999999999995,-0.06
5.952000000000001,-0.034999999999999996
5.956,-0.020000000000000004
5.96,-0.025
5.9639999999999995,-0.03
5.968,-0.020000000000000004
5.972,-0.020000000000000004
5.976,-0.010000000000000002
5.98,0.0
5.984,0.0
5.9879999999999995,0.0
5.992000000000001,0.010000000000000002
5.996,0.010000000000000002
6.0,0.010000000000000002
6.004,0.010000000000000002
6.008,0.010000000000000002
6.0120000000000005,0.010000000000000002
6.016,0.010000000000000002
6.0200000000000005,0.010000000000000002
6.024,0.010000000000000002
6.028,0.010000000000000002
6.032000000000001,0.010000000000000002
6.0360000000000005,0.010000000000000002
6.04,0.010000000000000002
6.044,0.010000000000000002
6.048,0.025
6.0520000000000005,0.010000000000000002
6.056,0.010000000000000002
6.0600000000000005,0.010000000000000002
6.064,0.010000000000000002
6.068,0.010000000000000002
6.072000000000001,0.010000000000000002
6.0760000000000005,0.010000000000000002
6.08,0.010000000000000002
6.084,0.010000000000000002
6.088,0.020000000000000004
6.0920000000000005,0.020000000000000004
6.096,0.020000000000000004
6.1000000000000005,0.010000000000000002
6.104,0.010000000000000002
6.108,0.010000000000000002
6.112000000000001,0.010000000000000002
6.1160000000000005,0.010000000000000002
6.12,0.010000000000000002
6.124,0.010000000000000002
6.128,0.010000000000000002
6.132000000000001,0.010000000000000002
6.136,0.010000000000000002
6.140000000000001,0.010000000000000002
6.144,0.010000000000000002
6.148,0.010000000000000002
6.152000000000001,0.010000000000000002
6.156000000000001,0.010000000000000002
6.16,0.010000000000000002
6.164,0.010000000000000002
6.167999999999999,0.010000000000000002
6.172000000000001,0.010000000000000002
6.176,0.010000000000000002
6.18,0.010000000000000002
6.184,0.010000000000000002
6.188,0.010000000000000002
6.192,0.010000000000000002
6.196000000000001,0.010000000000000002
6.2,0.010000000000000002
6.204,0.010000000000000002
6.207999999999999,0.010000000000000002
6.212000000000001,0.010000000000000002
6.216,0.010000000000000002
6.22,0.010000000000000002
6.224,0.010000000000000002
6.228,0.010000000000000002
6.232,0.010000000000000002
6.236000000000001,0.010000000000000002
6.24,0.010000000000000002
6.244,0.010000000000000002
6.247999999999999,0.010000000000000002
6.252000000000001,0.010000000000000002
6.256,0.010000000000000002
6.26,0.010000000000000002
6.264,0.010000000000000002
6.268,0.010000000000000002
6.272,0.010000000000000002
6.276000000000001,0.010000000000000002
6.28,0.010000000000000002
6.284,0.010000000000000002
6.287999999999999,0.010000000000000002
6.292000000000001,0.010000000000000002
6.296,0.010000000000000002
6.3,0.0
6.304,0.0
6.308,0.010000000000000002
6.312,0.010000000000000002
6.316000000000001,0.010000000000000002
6.32,0.010000000000000002
6.324,0.010000000000000002
6.327999999999999,0.010000000000000002
6.332000000000001,0.010000000000000002
6.336,0.010000000000000002
6.34,0.010000000000000002
6.344,0.010000000000000002
6.348,0.010000000000000002
6.352,0.010000000000000002
6.356000000000001,0.010000000000000002
6.36,0.010000000000000002
6.364,0.010000000000000002
6.367999999999999,0.005000000000000001
6.372000000000001,0.0
6.376,0.005000000000000001
6.38,0.010000000000000002
6.384,0.010000000000000002
6.388,0.010000000000000002
6.392,0.010000000000000002
6.396000000000001,0.010000000000000002
6.4,0.010000000000000002
6.404,0.010000000000000002
6.4079999999999995,0.010000000000000002
6.412000000000001,0.010000000000000002
6.416,0.010000000000000002
6.42,0.020000000000000004
6.4239999999999995,0.010000000000000002
6.428,0.010000000000000002
6.432,0.010000000000000002
6.436,0.0
6.44,-0.010000000000000002
6.444,-0.010000000000000002
6.4479999999999995,-0.020000000000000004
6.452000000000001,-0.03
6.456,-0.03
6.46,-0.04000000000000001
6.4639999999999995,-0.04000000000000001
6.468,-0.05
6.472,-0.06
6.476,-0.06
6.48,-0.06999999999999999
6.484,-0.08000000000000002
6.4879999999999995,-0.08000000000000002
6.492000000000001,-0.09000000000000001
6.496,-0.1
6.5,-0.1
6.504,-0.1
6.508,-0.1
6.5120000000000005,-0.1
6.516,-0.11000000000000001
6.5200000000000005,-0.11000000000000001
6.524,-0.11000000000000001
6.528,-0.10500000000000001
6.532000000000001,-0.1
6.5360000000000005,-0.095
6.54,-0.09000000000000001
6.544,-0.08000000000000002
6.548,-0.08000000000000002
6.5520000000000005,-0.06999999999999999
6.556,-0.06999999999999999
6.5600000000000005,-0.06999999999999999
6.564,-0.065
6.568,-0.06
6.572000000000001,-0.05500000000000001
6.5760000000000005,-0.04000000000000001
6.58,-0.03
6.584,-0.020000000000000004
6.588,-0.010000000000000002
6.5920000000000005,-0.010000000000000002
6.596,0.0
6.6000000000000005,0.0
6.604,0.0
6.608,0.0
6.612000000000001,0.010000000000000002
6.6160000000000005,0.010000000000000002
6.62,0.010000000000000002
6.624,0.010000000000000002
6.628,0.010000000000000002
6.632000000000001,0.010000000000000002
6.636,0.010000000000000002
6.640000000000001,0.010000000000000002
6.644,0.010000000000000002
6.648,0.010000000000000002
6.652000000000001,0.010000000000000002
6.656000000000001,0.010000000000000002
6.66,0.010000000000000002
6.664,0.010000000000000002
6.667999999999999,0.010000000000000002
6.672000000000001,0.010000000000000002
6.676,0.010000000000000002
6.68,0.010000000000000002
6.684,0.010000000000000002
6.688,0.010000000000000002
6.692,0.010000000000000002
6.696000000000001,0.010000000000000002
6.7,0.010000000000000002
6.704,0.010000000000000002
6.707999999999999,0.010000000000000002
6.712000000000001,0.010000000000000002
6.716,0.010000000000000002
6.72,0.010000000000000002
6.724,0.010000000000000002
6.728,0.010000000000000002
6.732,0.010000000000000002
6.736000000000001,0.0
6.74,0.010000000000000002
6.744,0.010000000000000002
6.747999999999999,0.010000000000000002
6.752000000000001,0.010000000000000002
6.756,0.010000000000000002
6.76,0.010000000000000002
6.764,0.015
6.768,0.020000000000000004
6.772,0.025
6.776000000000001,0.034999999999999996
6.78,0.04000000000000001
6.784,0.025
6.787999999999999,-0.010000000000000002
6.792000000000001,-0.065
6.796,-0.125
6.8,-0.17500000000000002
6.804,-0.22000000000000003
6.808,-0.27999999999999997
6.812,-0.335
6.816000000000001,-0.385
6.82,-0.435
6.824,-0.47500000000000003
6.827999999999999,-0.53
6.832000000000001,-0.5900000000000001
6.836,-0.65
6.84,-0.7000000000000001
6.844,-0.735
6.848,-0.775
6.852,-0.8
6.856000000000001,-0.8400000000000001
6.86,-0.845
6.864,-0.8
6.867999999999999,-0.7650000000000001
6.872000000000001,-0.7050000000000001
6.876,-0.625
6.88,-0.572
6.884,-0.5316666666666668
6.888,-0.47500000000000003
6.892,-0.42500000000000004
6.896000000000001,-0.365
6.9,-0.29500000000000004
6.904,-0.225
6.9079999999999995,-0.17500000000000002
6.912000000000001,-0.12
6.916,-0.07142857142857167
6.92,-0.01857142857142833
6.9239999999999995,0.04000000000000001
6.928,0.06999999999999999
6.932,0.09000000000000001
6.936,0.1
6.94,0.085
6.944,0.08000000000000002
6.9479999999999995,0.07500000000000001
6.952000000000001,0.06
6.956,0.05
6.96,0.04000000000000001
6.9639999999999995,0.03
6.968,0.03
6.972,0.03
6.976,0.020000000000000004
6.98,0.020000000000000004
6.984,0.010000000000000002
6.9879999999999995,0.010000000000000002
6.992000000000001,0.020000000000000004
6.996,0.020000000000000004
7.0,0.020000000000000004
7.004,0.03
7.008,0.03
7.0120000000000005,0.03
7.016,0.03
7.0200000000000005,0.03
7.024,0.020000000000000004
7.028,0.020000000000000004
7.032000000000001,0.020000000000000004
7.0360000000000005,0.020000000000000004
7.04,0.020000000000000004
7.044,0.020000000000000004
7.048,0.020000000000000004
7.0520000000000005,0.020000000000000004
7.056,0.020000000000000004
7.0600000000000005,0.020000000000000004
7.064,0.020000000000000004
7.068,0.020000000000000004
7.072000000000001,0.010000000000000002
7.0760000000000005,0.020000000000000004
7.08,0.020000000000000004
7.084,0.020000000000000004
7.088,0.020000000000000004
7.0920000000000005,0.020000000000000004
7.096,0.020000000000000004
7.1000000000000005,0.020000000000000004
7.104,0.020000000000000004
7.108,0.005000000000000001
7.112000000000001,0.0
7.1160000000000005,-0.005000000000000001
7.12,-0.010000000000000002
7.124,-0.020000000000000004
7.128,-0.03
7.132000000000001,-0.03
7.136,-0.04000000000000001
7.140000000000001,-0.05
7.144,-0.05
7.148,-0.06
7.152000000000001,-0.06999999999999999
7.156000000000001,-0.08000000000000002
7.16,-0.08000000000000002
7.164,-0.09000000000000001
7.167999999999999,-0.1
7.172000000000001,-0.11000000000000001
7.176,-0.12
7.18,-0.135
7.184,-0.15000000000000002
7.188,-0.16000000000000003
7.192,-0.17
7.196000000000001,-0.18000000000000002
7.2,-0.18000000000000002
7.204,-0.19
7.207999999999999,-0.2
7.212000000000001,-0.2
7.216,-0.21000000000000002
7.22,-0.21000000000000002
7.224,-0.22000000000000003
7.228,-0.22999999999999998
7.232,-0.22999999999999998
7.236000000000001,-0.22999999999999998
7.24,-0.22999999999999998
7.244,-0.24
7.247999999999999,-0.24
7.252000000000001,-0.25
7.256,-0.25
7.26,-0.25
7.264,-0.25
7.268,-0.25
7.272,-0.25
7.276000000000001,-0.25
7.28,-0.25
7.284,-0.25
7.287999999999999,-0.25
7.292000000000001,-0.25
7.296,-0.25
7.3,-0.25
7.304,-0.24
7.308,-0.24
7.312,-0.24
7.316000000000001,-0.24
7.32,-0.22999999999999998
7.324,-0.22999999999999998
7.327999999999999,-0.22999999999999998
7.332000000000001,-0.22999999999999998
7.336,-0.22000000000000003
7.34,-0.22000000000000003
7.344,-0.22000000000000003
7.348,-0.205
7.352,-0.2
7.356000000000001,-0.19
7.36,-0.18500000000000003
7.364,-0.18000000000000002
7.367999999999999,-0.18000000000000002
7.372000000000001,-0.17
7.376,-0.16000000000000003
7.38,-0.15000000000000002
7.384,-0.13999999999999999
7.388,-0.13
7.392,-0.12
7.396000000000001,-0.10500000000000001
7.4,-0.09000000000000001
7.404,-0.08000000000000002
7.4079999999999995,-0.06999999999999999
7.412000000000001,-0.06999999999999999
7.416,-0.06
7.42,-0.06
7.4239999999999995,-0.05
7.428,-0.04000000000000001
7.432,-0.03
7.436,-0.020000000000000004
7.44,-0.010000000000000002
7.444,-0.010000000000000002
7.4479999999999995,-0.010000000000000002
7.452000000000001,0.0
7.456,0.010000000000000002
7.46,0.010000000000000002
7.4639999999999995,0.020000000000000004
7.468,0.020000000000000004
7.472,0.020000000000000004
7.476,0.020000000000000004
7.48,0.020000000000000004
7.484,0.020000000000000004
7.4879999999999995,0.020000000000000004
7.492000000000001,0.020000000000000004
7.496,0.03
7.5,0.03
7.504,0.03
7.508,0.020000000000000004
7.5120000000000005,0.020000000000000004
7.516,0.020000000000000004
7.5200000000000005,0.020000000000000004
7.524,0.020000000000000004
7.528,0.020000000000000004
7.532000000000001,0.020000000000000004
7.5360000000000005,0.020000000000000004
7.54,0.020000000000000004
7.544,0.020000000000000004
7.548,0.020000000000000004
7.5520000000000005,0.020000000000000004
7.556,0.020000000000000004
7.5600000000000005,0.020000000000000004
7.564,0.020000000000000004
7.568,0.020000000000000004
7.572000000000001,0.010000000000000002
7.5760000000000005,0.010000000000000002
7.58,0.010000000000000002
7.584,0.010000000000000002
7.588,0.010000000000000002
7.5920000000000005,0.010000000000000002
7.596,0.010000000000000002
7.6000000000000005,0.010000000000000002
7.604,0.010000000000000002
7.608,0.010000000000000002
7.612000000000001,0.0
7.6160000000000005,0.0
7.62,0.0
7.624,0.0
7.628,0.0
7.632000000000001,0.010000000000000002
7.636,0.0
7.640000000000001,0.0
7.644,0.0
7.648,0.010000000000000002
7.652000000000001,0.010000000000000002
7.656000000000001,0.010000000000000002
7.66,0.010000000000000002
7.664,0.010000000000000002
7.667999999999999,0.010000000000000002
7.672000000000001,0.010000000000000002
7.676,0.010000000000000002
7.68,0.010000000000000002
7.684,0.010000000000000002
7.688,0.010000000000000002
7.692000000000001,0.020000000000000004
7.696000000000001,0.020000000000000004
7.7,0.010000000000000002
7.704,0.010000000000000002
7.707999999999999,0.010000000000000002
7.712000000000001,0.010000000000000002
7.716,0.010000000000000002
7.72,0.010000000000000002
7.724,0.010000000000000002
7.728,0.010000000000000002
7.732,0.010000000000000002
7.736000000000001,0.010000000000000002
7.74,0.010000000000000002
7.744,0.010000000000000002
7.747999999999999,0.010000000000000002
7.752000000000001,0.010000000000000002
7.756,0.010000000000000002
7.76,0.010000000000000002
7.764,0.010000000000000002
7.768,0.010000000000000002
7.772,0.010000000000000002
7.776000000000001,0.0
7.78,0.0
7.784,0.010000000000000002
7.787999999999999,0.010000000000000002
7.792000000000001,0.010000000000000002
7.796,0.010000000000000002
7.8,0.0
7.804,0.0
7.808,0.0
7.812,0.0
7.816000000000001,0.0
7.82,0.0
7.824,0.0
7.827999999999999,0.0
7.832000000000001,0.0
7.836,0.0
7.84,0.0
7.844,0.0
7.848,0.0
7.852,0.0
7.856000000000001,0.0
7.86,0.0
7.864,0.0
7.867999999999999,0.0
7.872000000000001,0.0
7.876,0.0
7.88,0.0
7.884,0.0
7.888,0.010000000000000002
7.892,0.010000000000000002
7.896000000000001,0.010000000000000002
7.9,0.0
7.904,0.0
7.9079999999999995,0.0
7.912000000000001,0.0
7.916,-0.010000000000000002
7.92,-0.020000000000000004
7.924,-0.03
7.928,-0.03
7.932,-0.04000000000000001
7.936000000000001,-0.05
7.94,-0.05
7.944,-0.06
7.9479999999999995,-0.06
7.952000000000001,-0.06999999999999999
7.956,-0.08000000000000002
7.96,-0.09000000000000001
7.9639999999999995,-0.1
7.968,-0.1
7.972,-0.1
7.976,-0.1
7.98,-0.11000000000000001
7.984,-0.11000000000000001
7.9879999999999995,-0.11000000000000001
7.992000000000001,-0.11000000000000001
7.996,-0.11000000000000001
8.0,-0.11000000000000001
8.004,-0.11000000000000001
8.008,-0.11000000000000001
8.012,-0.1
8.016,-0.1
8.02,-0.1
8.024,-0.1
8.028,-0.09000000000000001
8.032,-0.085
8.036,-0.08000000000000002
8.040000000000001,-0.06999999999999999
8.044,-0.06999999999999999
8.048,-0.06
8.052000000000001,-0.06
8.056000000000001,-0.06
8.06,-0.05500000000000001
8.064,-0.05
8.068,-0.04000000000000001
8.072000000000001,-0.020000000000000004
8.076,-0.020000000000000004
8.08,-0.020000000000000004
8.084,-0.015
8.088,-0.010000000000000002
8.092,-0.010000000000000002
8.096,-0.010000000000000002
8.1,0.0
8.104,0.0
8.108,0.0
8.112,0.0
8.116,-0.010000000000000002
8.120000000000001,-0.010000000000000002
8.124,0.0
8.128,0.0
8.132000000000001,0.010000000000000002
8.136000000000001,0.0
8.14,-0.010000000000000002
8.144,0.0
8.148,0.0
8.152000000000001,0.0
8.156,0.0
8.16,-0.010000000000000002
8.164,-0.010000000000000002
8.168,-0.010000000000000002
8.172,-0.010000000000000002
8.176,-0.010000000000000002
8.18,-0.010000000000000002
8.184,0.0
8.187999999999999,0.0
8.192,0.0
8.196,0.0
8.2,0.0
8.204,0.0
8.208,0.0
8.212,0.0
8.216000000000001,0.0
8.22,0.0
8.224,0.0
8.228,0.0
8.232000000000001,0.0
8.236,0.0
8.24,0.0
8.244,0.020000000000000004
8.248,0.03
8.252,0.03
8.256,0.03
8.26,0.005000000000000001
8.264,-0.05
8.267999999999999,-0.10500000000000001
8.272,-0.15500000000000003
8.276,-0.2
8.28,-0.255
8.284,-0.31000000000000005
8.288,-0.36000000000000004
8.292,-0.4
8.296000000000001,-0.435
8.3,-0.49000000000000005
8.304,-0.555
8.308,-0.61
8.312000000000001,-0.65
8.316,-0.685
8.32,-0.735
8.324,-0.795
8.328,-0.845
8.332,-0.885
8.336,-0.8900000000000001
8.34,-0.8500000000000001
8.344,-0.795
8.347999999999999,-0.7250000000000001
8.352,-0.66
8.356,-0.6150000000000001
8.36,-0.58
8.364,-0.51
8.368,-0.435
8.372,-0.37000000000000005
8.376000000000001,-0.30000000000000004
8.38,-0.25
8.384,-0.205
8.388,-0.145
8.392000000000001,-0.07500000000000001
8.396,-0.015
8.4,0.010000000000000002
8.404,0.034999999999999996
8.408,0.06
8.412,0.05
8.416,0.04000000000000001
8.42,0.03
8.424,0.025
8.427999999999999,0.03800000000000012
8.432,0.015
8.436,0.010000000000000002
8.44,0.0
8.443999999999999,0.0
8.448,0.0
8.452,0.0
8.456,0.0
8.46,0.0
8.464,0.0
8.468,0.0
8.472000000000001,0.0
8.476,0.0
8.48,0.0
8.484,0.0
8.488,0.0
8.492,0.0
8.496,0.0
8.5,0.0
8.504,0.0
8.508,0.0
8.512,0.0
8.516,0.0
8.52,0.0
8.524,0.0
8.528,0.0
8.532,0.0
8.536,0.0
8.540000000000001,0.0
8.544,0.0
8.548,0.0
8.552000000000001,0.0
8.556000000000001,0.0
8.56,0.0
8.564,0.0
8.568,0.0
8.572000000000001,0.010000000000000002
8.576,0.0
8.58,0.0
8.584,-0.010000000000000002
8.588,-0.010000000000000002
8.592,-0.020000000000000004
8.596,-0.03
8.6,-0.04000000000000001
8.604,-0.05
8.608,-0.06
8.612,-0.06999999999999999
8.616,-0.06999999999999999
8.620000000000001,-0.08000000000000002
8.624,-0.08000000000000002
8.628,-0.08000000000000002
8.632000000000001,-0.085
8.636000000000001,-0.1
8.64,-0.11000000000000001
8.644,-0.12
8.648,-0.13
8.652000000000001,-0.13999999999999999
8.656,-0.15000000000000002
8.66,-0.16000000000000003
8.664,-0.17
8.668,-0.18000000000000002
8.672,-0.19
8.676,-0.2
8.68,-0.21000000000000002
8.684,-0.225
8.688,-0.22999999999999998
8.692,-0.23500000000000001
8.696,-0.24
8.700000000000001,-0.24
8.704,-0.25
8.708,-0.25
8.712000000000002,-0.25
8.716000000000001,-0.25
8.72,-0.25
8.724,-0.26
8.728,-0.27
8.732000000000001,-0.26
8.736,-0.26
8.74,-0.26
8.744,-0.26
8.748,-0.26
8.752,-0.26
8.756,-0.26
8.76,-0.265
8.764,-0.27
8.767999999999999,-0.26
8.772,-0.26
8.776,-0.26
8.78,-0.26
8.784,-0.26
8.788,-0.26
8.792,-0.26
8.796000000000001,-0.26
8.8,-0.26
8.804,-0.26
8.808,-0.255
8.812000000000001,-0.24
8.816,-0.24
8.82,-0.22999999999999998
8.824,-0.22999999999999998
8.828,-0.22999999999999998
8.832,-0.22000000000000003
8.836,-0.21000000000000002
8.84,-0.2
8.844,-0.19
8.847999999999999,-0.19
8.852,-0.18000000000000002
8.856,-0.17
8.86,-0.15500000000000003
8.864,-0.13999999999999999
8.868,-0.13
8.872,-0.12
8.876000000000001,-0.12
8.88,-0.11000000000000001
8.884,-0.1
8.888,-0.09000000000000001
8.892000000000001,-0.08000000000000002
8.896,-0.08000000000000002
8.9,-0.06999999999999999
8.904,-0.06999999999999999
8.908,-0.06
8.912,-0.05
8.916,-0.04000000000000001
8.92,-0.03
8.924,-0.020000000000000004
8.927999999999999,-0.010000000000000002
8.932,0.0
8.936,0.0
8.94,0.0
8.944,0.0
8.948,0.0
8.952,0.0
8.956000000000001,0.0
8.96,0.0
8.964,0.0
8.968,0.0
8.972000000000001,0.0
8.976,0.0
8.98,0.0
8.984,0.0
8.988,0.0
8.992,0.0
8.996,0.0
9.0,0.0
9.004,0.0
9.008,0.0
9.012,0.0
9.016,0.0
9.02,0.0
9.024,0.0
9.028,0.0
9.032,0.0
9.036,0.0
9.040000000000001,0.0
9.044,0.0
9.048,0.0
9.052000000000001,0.0
9.056000000000001,0.0
9.06,0.0
9.064,0.0
9.068,0.0
9.072000000000001,0.0
9.076,0.0
9.08,0.0
9.084,0.0
9.088,0.0
9.092,0.0
9.096,0.0
9.1,0.005000000000000001
9.104,0.010000000000000002
9.108,0.010000000000000002
9.112,0.010000000000000002
9.116,0.010000000000000002
9.120000000000001,0.0
9.124,0.0
9.128,0.0
9.132000000000001,0.0
9.136000000000001,0.0
9.14,0.0
9.144,0.0
9.148,0.0
9.152000000000001,0.0
9.156,0.0
9.16,0.0
9.164,0.0
9.168,0.0
9.172,0.0
9.176,0.0
9.18,0.0
9.184,0.0
